Nanolab elapsed time (ms),NR exptime (s),X Acceleration (G),Y Acceleration (G),Z Acceleration (G),Flight Altitude (ft)
35254,0,-0.01,0.04,1.05,0
35283,0,-0.01,0.04,1.05,0
35329,0,-0.04,0.04,1.02,0
35358,0,-0.04,0.04,1.02,0
35404,0,0,0.03,1.02,0
35433,0,0,0.03,1.02,0
35479,0,-0.01,0.03,1.02,0
35508,0,-0.01,0.03,1.02,0
35554,0,-0.02,0.03,1.02,0
35583,0,-0.02,0.03,1.02,0
35629,0,-0.01,0.03,1.02,0
35658,0,-0.01,0.03,1.02,0
35707,0,-0.02,0.04,1.03,0
35733,0,-0.02,0.04,1.03,0
35781,0,-0.01,0.04,1.01,0
35807,0,-0.01,0.04,1.01,0
35856,0,-0.02,0.04,1.03,0
35882,0,-0.02,0.04,1.03,0
35931,0,-0.02,0.03,1.01,0
35957,0,-0.02,0.03,1.01,0
36005,0,-0.01,0.02,1.01,0
36035,0,-0.01,0.02,1.01,0
36086,0,-0.01,0.04,1.03,0
36112,0,-0.01,0.04,1.03,0
36161,0,-0.02,0.03,1.03,0
36187,0,-0.02,0.03,1.03,0
36264,0,-0.01,0.04,1.03,0
36293,0,-0.01,0.04,1.03,0
36342,0,-0.01,0.04,1.02,0
36368,0,-0.01,0.04,1.02,0
36416,0,-0.02,0.03,1.02,0
36443,0,-0.02,0.03,1.02,0
36472,0,-0.02,0.03,1.02,0
37325,0,-0.02,0.03,1.03,0
37354,0,-0.02,0.03,1.03,0
37400,0,-0.02,0.04,1.04,0
37429,0,-0.02,0.04,1.04,0
37477,0,-0.02,0.04,1.03,0
37503,0,-0.02,0.04,1.03,0
37552,0,-0.03,0.04,1.02,0
37578,0,-0.03,0.04,1.02,0
37627,0,-0.02,0.04,1.01,0
37653,0,-0.02,0.04,1.01,0
37702,0,-0.02,0.04,1.04,0
37728,0,-0.02,0.04,1.04,0
37776,0,-0.01,0.03,1.04,0
37803,0,-0.01,0.03,1.04,0
37857,0,-0.01,0.03,1.02,0
37883,0,-0.01,0.03,1.02,0
37932,0,-0.01,0.03,1.02,0
37958,0,-0.01,0.03,1.02,0
38007,0,-0.01,0.04,1.03,0
38033,0,-0.01,0.04,1.03,0
38082,0,-0.01,0.04,1.01,0
38108,0,-0.01,0.04,1.01,0
38156,0,-0.02,0.03,1.02,0
38182,0,-0.02,0.03,1.02,0
38231,0,-0.01,0.04,1.02,0
38257,0,-0.01,0.04,1.02,0
38306,0,-0.02,0.04,1.03,0
38332,0,-0.02,0.04,1.03,0
38381,0,-0.01,0.04,1.02,0
38410,0,-0.01,0.04,1.02,0
38456,0,0,0.04,1.02,0
38485,0,0,0.04,1.02,0
38531,0,-0.02,0.03,1.02,0
38560,0,-0.02,0.03,1.02,0
38606,0,-0.01,0.04,1.03,0
38635,0,-0.01,0.04,1.03,0
38681,0,-0.02,0.04,1.02,0
38710,0,-0.02,0.04,1.02,0
38755,0,-0.01,0.04,1.03,0
38790,0,-0.01,0.04,1.03,0
38836,0,0,0.03,1.03,0
38865,0,0,0.03,1.03,0
38911,0,-0.02,0.03,1.04,0
38940,0,-0.02,0.03,1.04,0
38986,0,-0.01,0.03,1.02,0
39015,0,-0.01,0.03,1.02,0
39061,0,-0.02,0.04,1.02,0
39090,0,-0.02,0.04,1.02,0
39136,0,-0.02,0.03,1.02,0
39165,0,-0.02,0.03,1.02,0
39211,0,-0.02,0.03,1.02,0
39240,0,-0.02,0.03,1.02,0
39286,0,-0.01,0.04,1.03,0
39315,0,-0.01,0.04,1.03,0
39364,0,-0.01,0.04,1,0
39390,0,-0.01,0.04,1,0
39439,0,-0.02,0.04,1.04,0
39465,0,-0.02,0.04,1.04,0
39514,0,-0.03,0.04,1.03,0
39540,0,-0.03,0.04,1.03,0
39589,0,-0.01,0.04,1.03,0
39615,0,-0.01,0.04,1.03,0
39664,0,-0.02,0.04,1.01,0
39690,0,-0.02,0.04,1.01,0
39744,0,-0.02,0.04,1.02,0
39771,0,-0.02,0.04,1.02,0
39820,0,-0.02,0.04,1.02,0
39846,0,-0.02,0.04,1.02,0
39883,0,-0.02,0.04,1.02,0
40737,0,-0.01,0.04,1.02,0
40766,0,-0.01,0.04,1.02,0
40811,0,0,0.04,1.02,0
40841,0,0,0.04,1.02,0
40886,0,-0.01,0.02,1.03,0
40915,0,-0.01,0.02,1.03,0
40961,0,-0.01,0.03,1.01,0
40991,0,-0.01,0.03,1.01,0
41036,0,-0.02,0.04,1.01,0
41066,0,-0.02,0.04,1.01,0
41114,0,-0.03,0.05,1.04,0
41141,0,-0.03,0.05,1.04,0
41189,0,0,0.04,1.01,0
41215,0,0,0.04,1.01,0
41264,0,-0.02,0.04,1.02,0
41290,0,-0.02,0.04,1.02,0
41338,0,0,0.03,1.03,0
41365,0,0,0.03,1.03,0
41413,0,-0.01,0.04,1.02,0
41444,0,-0.01,0.04,1.02,0
41495,0,-0.01,0.04,1.03,0
41521,0,-0.01,0.04,1.03,0
41570,0,-0.02,0.03,1.03,0
41596,0,-0.02,0.03,1.03,0
41645,0,-0.02,0.04,1.03,0
41671,0,-0.02,0.04,1.03,0
41720,0,-0.02,0.04,1.04,0
41746,0,-0.02,0.04,1.04,0
41794,0,0,0.04,1.03,0
41820,0,0,0.04,1.03,0
41869,0,-0.03,0.03,1.02,0
41895,0,-0.03,0.03,1.02,0
41944,0,-0.01,0.04,1.04,0
41970,0,-0.01,0.04,1.04,0
42018,0,-0.03,0.03,1.02,0
42047,0,-0.03,0.03,1.02,0
42093,0,0.01,0.04,1.02,0
42122,0,0.01,0.04,1.02,0
42168,0,-0.01,0.04,1.02,0
42197,0,-0.01,0.04,1.02,0
42243,0,0,0.04,1.03,0
42272,0,0,0.04,1.03,0
42317,0,-0.03,0.04,1.03,0
42347,0,-0.03,0.04,1.03,0
42397,0,-0.01,0.03,1.02,0
42428,0,-0.01,0.03,1.02,0
42473,0,0.01,0.04,1.03,0
42503,0,0.01,0.04,1.03,0
42548,0,-0.02,0.02,1.02,0
42577,0,-0.02,0.02,1.02,0
42623,0,-0.01,0.03,1.02,0
42652,0,-0.01,0.03,1.02,0
42698,0,-0.02,0.05,0.99,0
42727,0,-0.02,0.05,0.99,0
42773,0,-0.02,0.04,1.08,0
42802,0,-0.02,0.04,1.08,0
42848,0,-0.01,0.04,1.01,0
42877,0,-0.01,0.04,1.01,0
42923,0,-0.03,0.03,1.01,0
42952,0,-0.03,0.03,1.01,0
43001,0,0,0.03,1.02,0
43027,0,0,0.03,1.02,0
43076,0,-0.02,0.03,1.02,0
43102,0,-0.02,0.03,1.02,0
43151,0,-0.03,0.04,1.04,0
43177,0,-0.03,0.04,1.04,0
43226,0,-0.02,0.04,1.04,0
43252,0,-0.02,0.04,1.04,0
43281,0,-0.02,0.04,1.04,0
44135,0,0,0.03,1,0
44170,0,0,0.03,1,0
44216,0,-0.01,0.04,1.02,0
44245,0,-0.01,0.04,1.02,0
44291,0,-0.02,0.05,1.03,0
44320,0,-0.02,0.05,1.03,0
44365,0,-0.01,0.03,1,0
44395,0,-0.01,0.03,1,0
44440,0,-0.01,0.04,1.02,0
44469,0,-0.01,0.04,1.02,0
44514,0,-0.01,0.03,1.02,0
44544,0,-0.01,0.03,1.02,0
44589,0,-0.02,0.04,1.03,0
44618,0,-0.02,0.04,1.03,0
44664,0,-0.01,0.04,1.01,0
44693,0,-0.01,0.04,1.01,0
44739,0,-0.01,0.04,1.02,0
44768,0,-0.01,0.04,1.02,0
44816,0,-0.01,0.02,1.01,0
44842,0,-0.01,0.02,1.01,0
44891,0,-0.02,0.04,1.02,0
44917,0,-0.02,0.04,1.02,0
44965,0,-0.01,0.02,1.02,0
44991,0,-0.01,0.02,1.02,0
45040,0,-0.02,0.04,1.02,0
45066,0,-0.02,0.04,1.02,0
45120,0,-0.02,0.04,1.03,0
45147,0,-0.02,0.04,1.03,0
45195,0,-0.01,0.03,1.03,0
45221,0,-0.01,0.03,1.03,0
45270,0,-0.02,0.04,1.02,0
45296,0,-0.02,0.04,1.02,0
45345,0,-0.01,0.03,1.03,0
45371,0,-0.01,0.03,1.03,0
45419,0,-0.02,0.04,1.03,0
45445,0,-0.02,0.04,1.03,0
45494,0,-0.01,0.03,1.03,0
45520,0,-0.01,0.03,1.03,0
45568,0,-0.01,0.03,1.02,0
45594,0,-0.01,0.03,1.02,0
45643,0,-0.02,0.02,1.03,0
45669,0,-0.02,0.02,1.03,0
45717,0,-0.02,0.03,1.03,0
45746,0,-0.02,0.03,1.03,0
45792,0,-0.01,0.04,1.02,0
45821,0,-0.01,0.04,1.02,0
45866,0,-0.02,0.03,1,0
45895,0,-0.02,0.03,1,0
45941,0,-0.02,0.04,1.02,0
45970,0,-0.02,0.04,1.02,0
46016,0,-0.01,0.04,1.03,0
46049,0,-0.01,0.04,1.03,0
46095,0,-0.01,0.03,1.03,0
46132,0,-0.01,0.03,1.03,0
46178,0,-0.01,0.03,1.02,0
46207,0,-0.01,0.03,1.02,0
46252,0,0,0.04,1.03,0
46281,0,0,0.04,1.03,0
46327,0,-0.03,0.03,1.02,0
46356,0,-0.03,0.03,1.02,0
46402,0,-0.02,0.05,1.01,0
46431,0,-0.02,0.05,1.01,0
46476,0,0,0.02,1.02,0
46505,0,0,0.02,1.02,0
46551,0,-0.02,0.04,1.01,0
46580,0,-0.02,0.04,1.01,0
46625,0,0,0.04,1.02,0
46654,0,0,0.04,1.02,0
46683,0,0,0.04,1.02,0
47536,0,-0.02,0.04,1.02,0
47565,0,-0.02,0.04,1.02,0
47611,0,-0.01,0.04,1.04,0
47640,0,-0.01,0.04,1.04,0
47685,0,-0.02,0.04,1.03,0
47714,0,-0.02,0.04,1.03,0
47765,0,-0.01,0.04,1.02,0
47795,0,-0.01,0.04,1.02,0
47841,0,0,0.04,1.02,0
47870,0,0,0.04,1.02,0
47916,0,-0.04,0.04,1.02,0
47945,0,-0.04,0.04,1.02,0
47990,0,0,0.03,1.04,0
48019,0,0,0.03,1.04,0
48065,0,-0.03,0.04,1.02,0
48094,0,-0.03,0.04,1.02,0
48139,0,0,0.04,1.01,0
48168,0,0,0.04,1.01,0
48213,0,-0.02,0.04,1.01,0
48242,0,-0.02,0.04,1.01,0
48288,0,-0.02,0.02,1.02,0
48317,0,-0.02,0.02,1.02,0
48363,0,-0.01,0.03,1.03,0
48392,0,-0.01,0.03,1.03,0
48440,0,-0.02,0.03,1.02,0
48467,0,-0.02,0.03,1.02,0
48515,0,-0.01,0.04,1.02,0
48541,0,-0.01,0.04,1.02,0
48590,0,-0.03,0.04,1.02,0
48616,0,-0.03,0.04,1.02,0
48664,0,-0.01,0.05,1.02,0
48690,0,-0.01,0.05,1.02,0
48745,0,-0.02,0.04,1.02,0
48771,0,-0.02,0.04,1.02,0
48820,0,0,0.04,1.02,0
48846,0,0,0.04,1.02,0
48894,0,-0.01,0.04,1.03,0
48920,0,-0.01,0.04,1.03,0
48969,0,-0.02,0.03,1.03,0
48995,0,-0.02,0.03,1.03,0
49043,0,-0.01,0.04,1.02,0
49069,0,-0.01,0.04,1.02,0
49118,0,-0.02,0.03,1.02,0
49144,0,-0.02,0.03,1.02,0
49192,0,-0.01,0.04,1.02,0
49218,0,-0.01,0.04,1.02,0
49266,0,-0.01,0.04,1.02,0
49292,0,-0.01,0.04,1.02,0
49340,0,-0.01,0.03,1.02,0
49369,0,-0.01,0.03,1.02,0
49414,0,-0.01,0.04,1.02,0
49443,0,-0.01,0.04,1.02,0
49489,0,-0.02,0.03,1.02,0
49517,0,-0.02,0.03,1.02,0
49563,0,-0.01,0.04,1.03,0
49592,0,-0.01,0.04,1.03,0
49637,0,-0.01,0.02,1.01,0
49672,0,-0.01,0.02,1.01,0
49718,0,-0.01,0.03,1.03,0
49746,0,-0.01,0.03,1.03,0
49792,0,-0.03,0.04,1.03,0
49821,0,-0.03,0.04,1.03,0
49866,0,0,0.02,1.03,0
49895,0,0,0.02,1.03,0
49940,0,-0.01,0.04,1.02,0
49969,0,-0.01,0.04,1.02,0
50014,0,-0.02,0.04,1.02,0
50043,0,-0.02,0.04,1.02,0
50069,0,-0.02,0.04,1.02,0
50925,0,-0.01,0.03,1.02,0
50951,0,-0.01,0.03,1.02,0
51000,0,-0.02,0.04,1.02,0
51028,0,-0.02,0.04,1.02,0
51074,0,-0.01,0.04,1.01,0
51103,0,-0.01,0.04,1.01,0
51148,0,-0.02,0.04,1,0
51177,0,-0.02,0.04,1,0
51222,0,0,0.03,1.04,0
51251,0,0,0.03,1.04,0
51296,0,-0.02,0.04,1.01,0
51325,0,-0.02,0.04,1.01,0
51370,0,0,0.05,1.01,0
51405,0,0,0.05,1.01,0
51451,0,0,0.02,1.02,0
51480,0,0,0.02,1.02,0
51525,0,-0.03,0.03,1.02,0
51554,0,-0.03,0.03,1.02,0
51599,0,0.01,0.01,1.03,0
51628,0,0.01,0.01,1.03,0
51673,0,-0.03,0.02,1.05,0
51702,0,-0.03,0.02,1.05,0
51748,0,0,0.03,1.05,0
51777,0,0,0.03,1.05,0
51822,0,-0.01,0.03,1.04,0
51851,0,-0.01,0.03,1.04,0
51896,0,-0.02,0.04,1.03,0
51925,0,-0.02,0.04,1.03,0
51973,0,-0.01,0.04,1.03,0
51999,0,-0.01,0.04,1.03,0
52048,0,-0.02,0.04,1.02,0
52074,0,-0.02,0.04,1.02,0
52122,0,-0.01,0.04,1.01,0
52148,0,-0.01,0.04,1.01,0
52196,0,-0.02,0.04,1.01,0
52222,0,-0.02,0.04,1.01,0
52271,0,0,0.03,1.04,0
52297,0,0,0.03,1.04,0
52359,0,-0.02,0.03,1.04,0
52385,0,-0.02,0.03,1.04,0
52433,0,-0.03,0.05,1,0
52459,0,-0.03,0.05,1,0
52508,0,-0.01,0.02,1.04,0
52534,0,-0.01,0.02,1.04,0
52582,0,-0.03,0.03,1.02,0
52608,0,-0.03,0.03,1.02,0
52656,0,-0.01,0.04,1.01,0
52682,0,-0.01,0.04,1.01,0
52731,0,-0.01,0.03,1.02,0
52757,0,-0.01,0.03,1.02,0
52805,0,0,0.04,1.02,0
52834,0,0,0.04,1.02,0
52879,0,-0.02,0.04,1.04,0
52908,0,-0.02,0.04,1.04,0
52953,0,-0.02,0.03,1.01,0
52982,0,-0.02,0.03,1.01,0
53027,0,0,0.03,1,0
53056,0,0,0.03,1,0
53101,0,-0.01,0.04,1.03,0
53130,0,-0.01,0.04,1.03,0
53176,0,-0.02,0.02,1,0
53205,0,-0.02,0.02,1,0
53256,0,-0.01,0.03,1.02,0
53286,0,-0.01,0.03,1.02,0
53331,0,-0.02,0.04,1.03,0
53360,0,-0.02,0.04,1.03,0
53406,0,0,0.03,1.03,0
53435,0,0,0.03,1.03,0
53461,0,0,0.03,1.03,0
54317,0,-0.02,0.04,1.02,0
54343,0,-0.02,0.04,1.02,0
54391,0,-0.02,0.02,1.02,0
54417,0,-0.02,0.02,1.02,0
54466,0,0.01,0.03,1.02,0
54495,0,0.01,0.03,1.02,0
54540,0,-0.02,0.03,1.02,0
54569,0,-0.02,0.03,1.02,0
54615,0,-0.01,0.03,1.07,0
54644,0,-0.01,0.03,1.07,0
54689,0,0,0.02,1.03,0
54718,0,0,0.02,1.03,0
54764,0,-0.01,0.04,1.03,0
54793,0,-0.01,0.04,1.03,0
54838,0,-0.02,0.03,1.01,0
54867,0,-0.02,0.03,1.01,0
54913,0,-0.02,0.03,1,0
54942,0,-0.02,0.03,1,0
54987,0,-0.01,0.03,1.04,0
55023,0,-0.01,0.03,1.04,0
55069,0,-0.03,0.03,1.01,0
55098,0,-0.03,0.03,1.01,0
55143,0,-0.01,0.03,1.01,0
55172,0,-0.01,0.03,1.01,0
55218,0,-0.02,0.03,0.98,0
55247,0,-0.02,0.03,0.98,0
55293,0,0.02,0.02,1.01,0
55322,0,0.02,0.02,1.01,0
55371,0,-0.06,0.02,1.02,0
55396,0,-0.06,0.02,1.02,0
55445,0,0,0.04,1.03,0
55471,0,0,0.04,1.03,0
55519,0,-0.03,0.04,1.02,0
55546,0,-0.03,0.04,1.02,0
55594,0,-0.06,0.07,0.98,0
55620,0,-0.06,0.07,0.98,0
55669,0,-0.01,0.03,1.02,0
55695,0,-0.01,0.03,1.02,0
55743,0,-0.03,0.03,1.03,0
55769,0,-0.03,0.03,1.03,0
55818,0,0,0.04,1.01,0
55844,0,0,0.04,1.01,0
55893,0,-0.02,0.03,1.03,0
55919,0,-0.02,0.03,1.03,0
55974,0,0,0.04,1.03,0
56000,0,0,0.04,1.03,0
56048,0,-0.02,0.03,1.02,0
56074,0,-0.02,0.03,1.02,0
56123,0,-0.02,0.03,1.03,0
56149,0,-0.02,0.03,1.03,0
56198,0,-0.02,0.04,1.02,0
56224,0,-0.02,0.04,1.02,0
56272,0,-0.02,0.04,1.02,0
56302,0,-0.02,0.04,1.02,0
56347,0,-0.01,0.04,1,0
56377,0,-0.01,0.04,1,0
56422,0,-0.02,0.03,1.02,0
56451,0,-0.02,0.03,1.02,0
56497,0,-0.01,0.03,1.02,0
56526,0,-0.01,0.03,1.02,0
56572,0,-0.01,0.04,1.02,0
56601,0,-0.01,0.04,1.02,0
56646,0,-0.02,0.03,1.03,0
56675,0,-0.02,0.03,1.03,0
56721,0,-0.01,0.03,1.03,0
56750,0,-0.01,0.03,1.03,0
56796,0,-0.03,0.04,1.01,0
56825,0,-0.03,0.04,1.01,0
56851,0,-0.03,0.04,1.01,0
57713,0,-0.01,0.03,1.02,0
57740,0,-0.01,0.03,1.02,0
57789,0,-0.02,0.04,1.03,0
57815,0,-0.02,0.04,1.03,0
57864,0,-0.01,0.04,1.03,0
57890,0,-0.01,0.04,1.03,0
57938,0,-0.02,0.03,1.03,0
57968,0,-0.02,0.03,1.03,0
58013,0,-0.02,0.04,1.03,0
58042,0,-0.02,0.04,1.03,0
58088,0,-0.02,0.03,1.03,0
58117,0,-0.02,0.03,1.03,0
58163,0,-0.02,0.03,1.03,0
58192,0,-0.02,0.03,1.03,0
58238,0,-0.01,0.04,1.02,0
58267,0,-0.01,0.04,1.02,0
58313,0,-0.01,0.04,1.02,0
58342,0,-0.01,0.04,1.02,0
58388,0,-0.02,0.03,1.01,0
58417,0,-0.02,0.03,1.01,0
58462,0,-0.01,0.04,1.01,0
58491,0,-0.01,0.04,1.01,0
58537,0,-0.02,0.03,1.01,0
58574,0,-0.02,0.03,1.01,0
58625,0,-0.02,0.04,1.02,0
58655,0,-0.02,0.04,1.02,0
58701,0,-0.02,0.03,1.03,0
58731,0,-0.02,0.03,1.03,0
58779,0,0,0.02,1.01,0
58805,0,0,0.02,1.01,0
58854,0,-0.02,0.03,1.04,0
58880,0,-0.02,0.03,1.04,0
58929,0,-0.02,0.03,1.03,0
58955,0,-0.02,0.03,1.03,0
59004,0,-0.02,0.04,1.03,0
59030,0,-0.02,0.04,1.03,0
59079,0,-0.01,0.04,1.03,0
59105,0,-0.01,0.04,1.03,0
59154,0,-0.03,0.04,1.03,0
59180,0,-0.03,0.04,1.03,0
59228,0,-0.01,0.03,1.02,0
59254,0,-0.01,0.03,1.02,0
59303,0,-0.03,0.04,1.03,0
59329,0,-0.03,0.04,1.03,0
59378,0,-0.01,0.03,1,0
59404,0,-0.01,0.03,1,0
59453,0,-0.02,0.03,1.02,0
59479,0,-0.02,0.03,1.02,0
59528,0,-0.01,0.03,1.02,0
59559,0,-0.01,0.03,1.02,0
59610,0,-0.02,0.04,1.02,0
59639,0,-0.02,0.04,1.02,0
59684,0,-0.02,0.03,1.02,0
59714,0,-0.02,0.03,1.02,0
59759,0,-0.02,0.03,1.02,0
59788,0,-0.02,0.03,1.02,0
59834,0,-0.01,0.04,1.03,0
59863,0,-0.01,0.04,1.03,0
59909,0,-0.01,0.03,1.02,0
59938,0,-0.01,0.03,1.02,0
59984,0,-0.03,0.05,1.02,0
60013,0,-0.03,0.05,1.02,0
60059,0,-0.02,0.04,1.03,0
60088,0,-0.02,0.04,1.03,0
60134,0,-0.01,0.03,1.03,0
60163,0,-0.01,0.03,1.03,0
60209,0,-0.02,0.04,1.02,0
60238,0,-0.02,0.04,1.02,0
60264,0,-0.02,0.04,1.02,0
61121,0,-0.02,0.05,1.03,0
61147,0,-0.02,0.05,1.03,0
61195,0,-0.01,0.03,1.02,0
61222,0,-0.01,0.03,1.02,0
61270,0,-0.02,0.04,1.03,0
61305,0,-0.02,0.04,1.03,0
61352,0,-0.01,0.03,1.02,0
61381,0,-0.01,0.03,1.02,0
61427,0,-0.01,0.03,1.02,0
61456,0,-0.01,0.03,1.02,0
61502,0,-0.03,0.03,1.02,0
61531,0,-0.03,0.03,1.02,0
61577,0,0,0.04,1.02,0
61606,0,0,0.04,1.02,0
61651,0,-0.02,0.04,1.02,0
61680,0,-0.02,0.04,1.02,0
61726,0,-0.01,0.04,1.02,0
61755,0,-0.01,0.04,1.02,0
61801,0,-0.02,0.03,1.02,0
61830,0,-0.02,0.03,1.02,0
61876,0,-0.01,0.04,1.03,0
61905,0,-0.01,0.04,1.03,0
61951,0,-0.02,0.03,1.01,0
61980,0,-0.02,0.03,1.01,0
62026,0,-0.01,0.04,1.02,0
62055,0,-0.01,0.04,1.02,0
62101,0,0,0.04,1.03,0
62130,0,0,0.04,1.03,0
62176,0,-0.01,0.04,1.02,0
62205,0,-0.01,0.04,1.02,0
62254,0,-0.03,0.04,1.03,0
62286,0,-0.03,0.04,1.03,0
62334,0,-0.02,0.02,1.02,0
62361,0,-0.02,0.02,1.02,0
62409,0,-0.01,0.04,1.02,0
62435,0,-0.01,0.04,1.02,0
62484,0,-0.01,0.03,1.02,0
62510,0,-0.01,0.03,1.02,0
62559,0,-0.02,0.03,1.02,0
62585,0,-0.02,0.03,1.02,0
62633,0,-0.02,0.03,1.02,0
62659,0,-0.02,0.03,1.02,0
62708,0,-0.02,0.04,1.02,0
62734,0,-0.02,0.04,1.02,0
62783,0,-0.02,0.03,1.01,0
62809,0,-0.02,0.03,1.01,0
62858,0,-0.02,0.03,1.02,0
62884,0,-0.02,0.03,1.02,0
62932,0,-0.01,0.03,1.03,0
62958,0,-0.01,0.03,1.03,0
63007,0,0,0.04,1.02,0
63033,0,0,0.04,1.02,0
63082,0,-0.02,0.03,1.03,0
63111,0,-0.02,0.03,1.03,0
63156,0,-0.01,0.04,1.02,0
63186,0,-0.01,0.04,1.02,0
63237,0,-0.02,0.03,1.02,0
63267,0,-0.02,0.03,1.02,0
63313,0,-0.01,0.04,1.03,0
63342,0,-0.01,0.04,1.03,0
63387,0,-0.01,0.04,1.02,0
63416,0,-0.01,0.04,1.02,0
63462,0,-0.02,0.04,1.02,0
63491,0,-0.02,0.04,1.02,0
63537,0,-0.02,0.04,1.02,0
63566,0,-0.02,0.04,1.02,0
63612,0,-0.01,0.03,1.03,0
63641,0,-0.01,0.03,1.03,0
63667,0,-0.01,0.03,1.03,0
64523,0,-0.01,0.04,1.02,0
64550,0,-0.01,0.04,1.02,0
64598,0,-0.02,0.03,1.03,0
64625,0,-0.02,0.03,1.03,0
64673,0,-0.02,0.03,1.01,0
64700,0,-0.02,0.03,1.01,0
64748,0,-0.02,0.04,1.02,0
64786,0,-0.02,0.04,1.02,0
64831,0,-0.02,0.03,1.03,0
64860,0,-0.02,0.03,1.03,0
64906,0,-0.01,0.03,1.01,0
64941,0,-0.01,0.03,1.01,0
64988,0,-0.01,0.03,1.03,0
65017,0,-0.01,0.03,1.03,0
65063,0,-0.01,0.03,1.03,0
65092,0,-0.01,0.03,1.03,0
65137,0,-0.01,0.03,1.02,0
65167,0,-0.01,0.03,1.02,0
65212,0,-0.02,0.04,1,0
65242,0,-0.02,0.04,1,0
65287,0,-0.01,0.03,1.02,0
65317,0,-0.01,0.03,1.02,0
65362,0,-0.01,0.03,1.02,0
65391,0,-0.01,0.03,1.02,0
65437,0,0,0.04,1.03,0
65466,0,0,0.04,1.03,0
65512,0,-0.01,0.03,1.04,0
65541,0,-0.01,0.03,1.04,0
65587,0,-0.02,0.03,1.02,0
65616,0,-0.02,0.03,1.02,0
65665,0,-0.02,0.05,1.01,0
65691,0,-0.02,0.05,1.01,0
65740,0,-0.02,0.03,1.01,0
65766,0,-0.02,0.03,1.01,0
65815,0,-0.01,0.03,1.02,0
65841,0,-0.01,0.03,1.02,0
65896,0,-0.01,0.04,1.02,0
65923,0,-0.01,0.04,1.02,0
65971,0,-0.02,0.03,1.03,0
65997,0,-0.02,0.03,1.03,0
66046,0,-0.01,0.04,1.02,0
66072,0,-0.01,0.04,1.02,0
66121,0,-0.02,0.04,1.02,0
66147,0,-0.02,0.04,1.02,0
66196,0,-0.01,0.04,1.03,0
66222,0,-0.01,0.04,1.03,0
66271,0,-0.02,0.04,1.03,0
66297,0,-0.02,0.04,1.03,0
66346,0,-0.01,0.03,1.01,0
66372,0,-0.01,0.03,1.01,0
66421,0,-0.02,0.03,1.03,0
66447,0,-0.02,0.03,1.03,0
66496,0,-0.01,0.04,1.01,0
66525,0,-0.01,0.04,1.01,0
66570,0,-0.02,0.03,1.05,0
66599,0,-0.02,0.03,1.05,0
66645,0,-0.01,0.03,1.03,0
66674,0,-0.01,0.03,1.03,0
66719,0,-0.02,0.04,1,0
66748,0,-0.02,0.04,1,0
66794,0,-0.01,0.03,1.02,0
66828,0,-0.01,0.03,1.02,0
66875,0,-0.01,0.03,1.02,0
66904,0,-0.01,0.03,1.02,0
66950,0,-0.02,0.04,1.01,0
66979,0,-0.02,0.04,1.01,0
67833,0,-0.03,0.03,1.03,0
67861,0,-0.03,0.03,1.03,0
67907,0,-0.04,0.04,0.99,0
67936,0,-0.04,0.04,0.99,0
67982,0,0,0.04,1.04,0
68010,0,0,0.04,1.04,0
68056,0,-0.02,0.04,1.04,0
68085,0,-0.02,0.04,1.04,0
68131,0,0,0.01,1.02,0
68160,0,0,0.01,1.02,0
68209,0,-0.01,0.04,1.02,0
68235,0,-0.01,0.04,1.02,0
68284,0,-0.02,0.03,1.02,0
68310,0,-0.02,0.03,1.02,0
68359,0,0,0.03,1.02,0
68385,0,0,0.03,1.02,0
68434,0,-0.04,0.03,1.03,0
68459,0,-0.04,0.03,1.03,0
68508,0,0,0.03,1.01,0
68534,0,0,0.03,1.01,0
68583,0,-0.01,0.04,1.02,0
68615,0,-0.01,0.04,1.02,0
68664,0,0,0.04,1.01,0
68690,0,0,0.04,1.01,0
68739,0,-0.02,0.03,1.03,0
68765,0,-0.02,0.03,1.03,0
68814,0,-0.02,0.03,1.02,0
68840,0,-0.02,0.03,1.02,0
68889,0,-0.02,0.04,1.03,0
68915,0,-0.02,0.04,1.03,0
68964,0,-0.02,0.04,1.03,0
68990,0,-0.02,0.04,1.03,0
69039,0,-0.01,0.03,1.02,0
69068,0,-0.01,0.03,1.02,0
69114,0,-0.02,0.03,1.04,0
69143,0,-0.02,0.03,1.04,0
69189,0,-0.01,0.04,1.04,0
69218,0,-0.01,0.04,1.04,0
69264,0,-0.01,0.03,1.03,0
69293,0,-0.01,0.03,1.03,0
69339,0,-0.01,0.03,1.02,0
69368,0,-0.01,0.03,1.02,0
69414,0,0,0.05,1.02,0
69443,0,0,0.05,1.02,0
69489,0,-0.02,0.03,1.01,0
69518,0,-0.02,0.03,1.01,0
69569,0,-0.01,0.04,1.01,0
69599,0,-0.01,0.04,1.01,0
69645,0,-0.02,0.03,1.03,0
69674,0,-0.02,0.03,1.03,0
69719,0,-0.02,0.03,1.02,0
69749,0,-0.02,0.03,1.02,0
69794,0,-0.02,0.04,1.02,0
69824,0,-0.02,0.04,1.02,0
69869,0,-0.01,0.04,1.03,0
69899,0,-0.01,0.04,1.03,0
69948,0,-0.01,0.03,1.02,0
69974,0,-0.01,0.03,1.02,0
70022,0,-0.02,0.03,1.02,0
70049,0,-0.02,0.03,1.02,0
70098,0,-0.02,0.04,1.02,0
